id,bedrooms,beds,minimum_nights_avg_ntm,maximum_nights_avg_ntm,reviews_per_month,host_total_listings_count,accommodates,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,latitude,longitude,review_scores_average,availability_30,availability_60,availability_90,availability_365,number_of_reviews_l30d,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,has_availability,instant_bookable,host_location_nearby,has_beach,license_reported,host_since,neighbourhood_cleansed,property_type,amenities,first_review,last_review,calculated_host_listings_count_shared_rooms,bathrooms_number,bathrooms_private,bathrooms_shared,calculated_host_has_shared_rooms,neighbourhood_group_cleansed_Araba,neighbourhood_group_cleansed_Bizkaia,neighbourhood_group_cleansed_Gipuzkoa,host_response_time_day,host_response_time_few_days,host_response_time_few_hours,host_response_time_hour,description_language_en,description_language_es,description_language_fr,description_language_other,room_type_home,room_type_room_hotel,room_type_room_private,room_type_room_shared,price
132068,0.6547448435485791,1.129818376655541,0.6076358627145989,166.09694970350404,0.8938241671718375,0.6008670000350488,1.4561324199074364,0.46400291721084336,23.417905396317153,0.4508252507036337,0.7575401348133471,74.29815025256433,193.70443728738604,5.778404242300897,4.0650985287335395,0.5368565201504831,0.5732217703133562,-0.0,43.3252,-1.97209,4.884285714285714,6,12,14,226,2,1.0,1.0,1,1,1,1,1,0.0,1,0,4035,Donostia-San_Sebastian,37,"[""Cooking basics"", ""Iron"", ""Host greets you"", ""Patio or balcony"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Crib"", ""Elevator"", ""TV"", ""Essentials"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Free parking on premises"", ""Washer"", ""Stove"", ""Hangers"", ""Hot water"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Microwave"", ""Oven""]",4031,82,0,1.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4.990432586778736
134802,0.4938846749405049,0.6245833744606711,0.7374333818209302,6782.407195297464,0.05683987107369173,0.8788930406307857,0.6636186465656444,0.6594470503603124,36.91400545214833,0.6283040521158435,0.874692273691441,1530.8735654819666,8992.701885609245,2.0134389627115024,-0.0,0.5368565201504831,-0.0,0.4301779447720716,43.24987,-2.93956,4.284285714285715,0,0,0,0,0,1.0,1.0,0,1,1,1,1,0.0,0,0,4032,Bilbao,13,"[""Dishwasher"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Freezer"", ""Clothing storage: closet"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Long term stays allowed"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""SMEG refrigerator"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""SMEG stainless steel oven"", ""TV"", ""Paid street parking off premises"", ""Essentials"", ""Shared patio or balcony"", ""Shower gel"", ""Free street parking"", ""Dishes and silverware"", ""Outlet covers"", ""Ethernet connection"", ""Washer"", ""Hangers"", ""Hot water"", ""Microwave"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Building staff""]",3623,564,0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.6635616461296463
142760,0.4938846749405049,0.6245833744606711,0.8391745661698815,3880.9047061745296,0.25304437173017064,0.8788930406307857,1.025667945326166,0.7309124361960839,129.00224401554368,0.6892486887203945,1.0431952446872539,971.8958755151854,5046.639460007348,3.569390680445836,1.590828683059937,0.5368565201504831,0.5732217703133562,-0.0,43.39062,-2.6947,4.704285714285715,29,59,89,332,0,1.0,1.0,1,1,1,1,0,0.0,1,0,4023,Busturia,40,"[""Dishwasher"", ""Private patio or balcony"", ""Cooking basics"", ""Air conditioning"", ""Iron"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Kitchen"", ""Dedicated workspace"", ""Heating"", ""Elevator"", ""Essentials"", ""Dryer"", ""Free street parking"", ""Refrigerator"", ""Dishes and silverware"", ""Free parking on premises"", ""Cable TV"", ""Washer"", ""Stove"", ""Hangers"", ""Hot water"", ""Hair dryer"", ""Microwave"", ""TV with standard cable"", ""Oven""]",3957,292,0,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,4.77912349311153
309802,0.6547448435485791,1.379336033340674,0.7374333818209302,6782.407195297464,0.0477855490440943,1.4721191094978434,1.72484579654448,0.6594470503603124,173.57429190234828,0.6283040521158435,0.874692273691441,1530.8735654819666,8992.701885609245,1.742610673405747,0.6896802408670537,1.0581909332647994,1.2215602056082702,0.4301779447720716,43.31582,-2.00394,4.171428571428572,23,39,60,274,0,1.0,0.97,0,1,0,1,0,0.0,1,0,3811,Donostia-San_Sebastian,40,"[""Dishwasher"", ""Backyard"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Patio or balcony"", ""Long term stays allowed"", ""Coffee maker"", ""Paid parking on premises"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""TV"", ""Essentials"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Washer"", ""Stove"", ""Fire extinguisher"", ""Hot water"", ""Waterfront"", ""Hair dryer"", ""Microwave"", ""Oven""]",2964,254,0,2.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,5.247024072160486
309813,0.7340398964511711,1.379336033340674,0.9422599314836596,395.51817881534043,0.09152654565202041,1.4721191094978434,1.918217067254183,0.7910523940552874,37.77267785183527,0.7365071293045127,1.2681565832676012,151.11128001850932,475.17361090784004,2.465027816871394,-0.0,1.0581909332647994,1.2215602056082702,0.4301779447720716,43.31478,-1.98734,4.675714285714285,28,45,75,300,0,1.0,0.97,0,1,0,1,0,0.0,1,0,3811,Donostia-San_Sebastian,40,"[""Dishwasher"", ""Cooking basics"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Patio or balcony"", ""Long term stays allowed"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""TV"", ""Essentials"", ""High chair"", ""Refrigerator"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Stove"", ""Hangers"", ""Fire extinguisher"", ""Single level home"", ""Hot water"", ""Waterfront"", ""Microwave"", ""Oven"", ""Paid parking off premises""]",3746,1476,0,2.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,5.19295685089021
309828,0.7340398964511711,1.379336033340674,0.9422599314836596,395.51817881534043,0.24711248004101302,1.4721191094978434,1.918217067254183,0.7910523940552874,37.77267785183527,0.7365071293045127,1.2681565832676012,151.11128001850932,475.17361090784004,3.312587147727197,-0.0,1.0581909332647994,1.2215602056082702,0.4301779447720716,43.31631,-1.98617,4.974285714285713,28,58,88,302,0,1.0,0.97,0,1,0,1,0,0.0,1,0,3811,Donostia-San_Sebastian,40,"[""Dishwasher"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Patio or balcony"", ""Long term stays allowed"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""TV"", ""Essentials"", ""High chair"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Stove"", ""Hangers"", ""Fire extinguisher"", ""Hot water"", ""Waterfront"", ""Hair dryer"", ""Microwave"", ""Oven"", ""Paid parking off premises""]",3086,1727,0,2.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,5.521460917862246
309830,0.781125547432801,1.5385106631949803,0.7374333818209302,395.51817881534043,0.28696876279556527,1.4721191094978434,2.068265804437611,0.6594470503603124,37.77267785183527,0.6283040521158435,0.874692273691441,151.11128001850932,475.17361090784004,3.548953366569824,2.6556416229402964,1.0581909332647994,1.2215602056082702,0.4301779447720716,43.31679,-1.98624,4.792857142857144,11,17,26,206,0,1.0,0.97,0,1,0,1,0,0.0,1,0,3811,Donostia-San_Sebastian,13,"[""Dishwasher"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Long term stays allowed"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""TV"", ""Essentials"", ""High chair"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Stove"", ""Hangers"", ""Fire extinguisher"", ""Beachfront"", ""Hot water"", ""Waterfront"", ""Microwave"", ""Oven"", ""Paid parking off premises""]",3349,157,0,2.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5.752572638825633
329695,0.7340398964511711,1.4663677582006354,0.7374333818209302,1587.201931251502,0.2410965992871675,0.6008670000350488,1.72484579654448,0.6594470503603124,80.02769290520901,0.6283040521158435,0.874692273691441,469.29604968034,2000.8032199008317,2.5968315563610824,1.0899199596694749,0.5368565201504831,0.5732217703133562,-0.0,43.40585,-2.94824,4.909999999999999,25,55,85,191,0,1.0,1.0,0,1,0,1,1,0.0,1,1,3789,Plentzia,46,"[""Dishwasher"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""Essentials"", ""Dryer"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Private entrance"", ""Washer"", ""Stove"", ""Hangers"", ""Private hot tub"", ""Hot water"", ""Waterfront"", ""Hair dryer"", ""Microwave"", ""Oven"", ""TV with standard cable"", ""Cable TV"", ""Paid parking off premises""]",1435,189,0,3.5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,5.634789603169249
341691,0.4938846749405049,0.6245833744606711,0.6572856151660491,6782.407195297464,0.4189311821895444,0.8788930406307857,1.025667945326166,0.5980472080693966,173.57429190234828,0.5738649145020945,0.7575401348133471,1530.8735654819666,8992.701885609245,3.4388109306611114,-0.0,0.5368565201504831,-0.0,0.4301779447720716,43.26317,-2.94752,4.781428571428571,0,0,0,150,0,1.0,0.0,0,1,1,1,0,0.0,0,0,3779,Bilbao,13,"[""Dishwasher"", ""Bed linens"", ""Host greets you"", ""Long term stays allowed"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Wifi"", ""Heating"", ""Elevator"", ""TV"", ""Extra pillows and blankets"", ""Essentials"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Security cameras on property"", ""Hot water"", ""Microwave"", ""Breakfast"", ""Room-darkening shades"", ""Oven"", ""Paid parking off premises""]",1713,943,0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4.0943445622221
376823,0.8343472156293346,1.6991200750078972,0.8167268137281813,6782.407195297464,0.0477855490440943,0.8788930406307857,1.918217067254183,0.7159082691560139,173.57429190234828,0.6767417383879183,1.0033729334776098,1530.8735654819666,8992.701885609245,0.6857078621762699,-0.0,0.5368565201504831,0.5732217703133562,-0.0,43.2971,-1.86289,5.0,28,58,80,343,0,0.67,1.0,0,1,1,1,1,0.0,0,0,3783,Oiartzun,54,"[""Indoor fireplace"", ""Dishwasher"", ""Private sauna"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Freezer"", ""Clothing storage: closet"", ""Cooking basics"", ""Iron"", ""Bikes"", ""Toaster"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Bidet"", ""Crib"", ""Extra pillows and blankets"", ""Essentials"", ""Board games"", ""Shower gel"", ""Dryer"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Private entrance"", ""Free parking on premises"", ""Dining table"", ""Washer"", ""Hangers"", ""Private fenced garden or backyard"", ""Fire extinguisher"", ""Hot water"", ""Children\u2019s books and toys"", ""Gym"", ""Hair dryer"", ""Microwave"", ""Oven"", ""BBQ grill"", ""Body soap"", ""Room-darkening shades"", ""TV with standard cable"", ""Sound system"", ""Wine glasses"", ""Cleaning products"", ""Cable TV"", ""Hot water kettle""]",677,677,0,5.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,6.396929655216146
386301,0.6547448435485791,1.129818376655541,0.6773889955335077,1587.201931251502,0.7605334069848458,1.167724227318488,1.4561324199074364,0.5980472080693966,80.02769290520901,0.5738649145020945,1.0033729334776098,469.29604968034,2000.8032199008317,5.101914929384192,2.9316856791566734,0.8513395537843507,0.9602484027670294,-0.0,43.32412,-1.97071,4.831428571428572,12,31,48,272,1,1.0,0.98,1,1,1,1,1,1.0,1,1,3745,Donostia-San_Sebastian,40,"[""Dishwasher"", ""Private patio or balcony"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""Paid parking garage off premises"", ""TV"", ""Free washer \u2013 In unit"", ""Essentials"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib"", ""Stove"", ""Hangers"", ""Fire extinguisher"", ""Hot water"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Microwave"", ""Body soap""]",3280,96,0,1.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4.890349128221754
404270,0.4938846749405049,0.6245833744606711,0.6572856151660491,1587.201931251502,0.09983527689937753,1.167724227318488,0.6636186465656444,0.5980472080693966,80.02769290520901,0.4508252507036337,0.7575401348133471,469.29604968034,2000.8032199008317,2.3104157115018893,1.0899199596694749,0.9216812594201299,0.5732217703133562,0.5816004088197608,43.32442,-1.98384,4.635714285714285,16,29,41,41,1,1.0,1.0,0,1,0,1,0,1.0,1,0,3734,Donostia-San_Sebastian,13,"[""Laundromat nearby"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Essentials"", ""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Hot water kettle"", ""Dining table"", ""Washer"", ""Stove"", ""Hangers"", ""Security cameras on property"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Hot water"", ""Hair dryer"", ""Microwave"", ""Carbon monoxide alarm"", ""Body soap"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Cleaning products"", ""Oven"", ""Smoke alarm""]",2860,82,0,2.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,4.248495242049359
424487,0.4938846749405049,0.6245833744606711,0.7374333818209302,262.182408726377,0.30293131750270036,0.6008670000350488,1.2715106265651013,0.6594470503603124,30.15080788973108,0.6283040521158435,0.874692273691441,107.97698015579634,310.5651694005516,3.682765581267609,1.7687154235394844,0.5368565201504831,0.5732217703133562,-0.0,43.41362,-2.93662,4.762857142857143,27,57,87,330,0,0.88,0.64,0,1,1,1,0,0.0,1,0,3720,Gorliz,30,"[""Cooking basics"", ""Iron"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Elevator"", ""TV"", ""Paid street parking off premises"", ""Essentials"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Free parking on premises"", ""Washer"", ""Hangers"", ""Hot water"", ""Hair dryer"", ""Microwave""]",3586,192,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4.499809670330265
429657,0.4938846749405049,0.6245833744606711,0.7729859985448327,6782.407195297464,0.5310028725389642,0.8788930406307857,1.025667945326166,0.6594470503603124,13.729586146404229,0.6283040521158435,1.0742728295203414,1530.8735654819666,8992.701885609245,4.3482494358055845,2.8307208920931055,0.7408094836742048,0.8178094217252667,-0.0,43.38659,-2.63097,4.9557142857142855,22,37,47,285,1,1.0,0.97,1,1,1,1,1,0.0,1,1,3739,Ibarrangelu,40,"[""Indoor fireplace"", ""Dishwasher"", ""Backyard"", ""Drying rack for clothing"", ""Freezer"", ""Pocket wifi"", ""Cooking basics"", ""Clothing storage"", ""Pour-over coffee"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Toaster"", ""Patio or balcony"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Kitchen"", ""Fire pit"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Beach essentials"", ""Extra pillows and blankets"", ""Lockbox"", ""Essentials"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Private entrance"", ""Free parking on premises"", ""Hot water kettle"", ""Outdoor furniture"", ""Washer"", ""Stove"", ""Hangers"", ""Barbecue utensils"", ""Fire extinguisher"", ""Hot water"", ""Waterfront"", ""Hair dryer"", ""Microwave"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""TV with standard cable"", ""Wine glasses"", ""Cable TV"", ""Smoke alarm""]",3155,90,0,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,4.442651256490317
429887,0.4938846749405049,0.6245833744606711,0.6572856151660491,1587.201931251502,0.15432611639273683,1.167724227318488,1.025667945326166,0.5980472080693966,80.02769290520901,0.5738649145020945,0.7575401348133471,469.29604968034,2000.8032199008317,2.711632358044004,1.0899199596694749,0.9216812594201299,0.5732217703133562,0.5816004088197608,43.32489,-1.98353,4.295714285714285,14,20,40,133,1,1.0,1.0,0,1,0,1,0,1.0,1,0,3734,Donostia-San_Sebastian,13,"[""Laundromat nearby"", ""Private patio or balcony"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Kitchen"", ""Wifi"", ""Heating"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Free washer \u2013 In unit"", ""Essentials"", ""Shower gel"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Security cameras on property"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Hot water"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Cleaning products"", ""Smoke alarm""]",2755,86,0,2.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,4.0943445622221
430475,0.6547448435485791,1.129818376655541,0.7488200129141617,5618.213419624341,0.29236013548716666,0.8788930406307857,1.2715106265651013,0.6594470503603124,173.57429190234828,0.6283040521158435,0.9501564745392905,3.1328849083149706,8992.701885609245,3.339343106255722,2.5179009839099753,0.5368565201504831,0.5732217703133562,-0.0,43.31274,-2.00474,4.788571428571429,0,29,56,56,0,0.0,0.83,0,1,1,1,0,0.0,1,0,3717,Donostia-San_Sebastian,40,"[""Cooking basics"", ""Air conditioning"", ""Host greets you"", ""Patio or balcony"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Crib"", ""Elevator"", ""TV"", ""Essentials"", ""Shower gel"", ""Dryer"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Free parking on premises"", ""Washer"", ""Stove"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Hot water"", ""Waterfront"", ""Microwave"", ""Carbon monoxide alarm"", ""Body soap"", ""Cleaning products"", ""Oven""]",2525,248,0,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5.488937726156687
443362,0.4938846749405049,0.6245833744606711,0.6572856151660491,1587.201931251502,0.09983527689937753,1.167724227318488,0.6636186465656444,0.5980472080693966,80.02769290520901,0.5738649145020945,0.7575401348133471,469.29604968034,2000.8032199008317,2.221842501321765,0.6896802408670537,0.9216812594201299,0.5732217703133562,0.5816004088197608,43.32466,-1.98436,4.538571428571428,8,18,18,18,0,1.0,1.0,0,1,0,1,0,1.0,1,0,3734,Donostia-San_Sebastian,26,"[""Laundromat nearby"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Toaster"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Essentials"", ""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Dining table"", ""Hangers"", ""Security cameras on property"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Hot water"", ""Hair dryer"", ""Microwave"", ""Lock on bedroom door"", ""Wine glasses"", ""Oven"", ""Hot water kettle""]",2533,161,0,2.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,3.6375861597263857
452464,0.7340398964511711,1.379336033340674,0.6572856151660491,64.63282706094422,0.36544620137655387,1.167724227318488,1.8283555272623067,0.5980472080693966,13.729586146404229,0.5738649145020945,0.7575401348133471,34.17801788529476,73.02275861456894,3.940637114031566,-0.0,0.9216812594201299,-0.0,0.6050816414106724,43.15336,-2.61773,4.747142857142856,3,24,51,290,0,1.0,0.95,1,1,1,1,0,0.0,0,1,3932,Durango,15,"[""Indoor fireplace"", ""Children\u2019s dinnerware"", ""Dishwasher"", ""Backyard"", ""Cooking basics"", ""Iron"", ""Baby bath"", ""Bed linens"", ""Host greets you"", ""Patio or balcony"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Fireplace guards"", ""Dedicated workspace"", ""Heating"", ""Changing table"", ""Crib"", ""Extra pillows and blankets"", ""Essentials"", ""High chair"", ""Dryer"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Outlet covers"", ""Dishes and silverware"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Washer"", ""Stove"", ""Hangers"", ""Fast wifi \u2013 169 Mbps"", ""Fire extinguisher"", ""Hot water"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Microwave"", ""Oven"", ""BBQ grill"", ""Breakfast"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""TV with standard cable"", ""Window guards"", ""Lock on bedroom door"", ""Cable TV"", ""Smoke alarm""]",3660,1021,0,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4.955827057601261
456366,0.4938846749405049,0.6245833744606711,0.6572856151660491,638.5704277193543,0.36098569342191444,1.0491805907269844,1.025667945326166,0.5980472080693966,49.01031516318249,0.5738649145020945,0.7575401348133471,223.42075100251716,779.9658045871299,3.914044162673726,-0.0,0.7408094836742048,-0.0,0.5369843640449955,43.26258,-2.9433,4.708571428571429,30,60,90,365,0,1.0,0.0,0,1,1,1,0,0.0,0,1,4580,Bilbao,13,"[""Dishwasher"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Paid parking on premises"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Elevator"", ""Essentials"", ""Free street parking"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Hot water"", ""Hair dryer"", ""Microwave"", ""Carbon monoxide alarm"", ""Smoke alarm""]",3623,980,0,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4.553876891600541
456706,0.4938846749405049,0.6245833744606711,0.6572856151660491,6782.407195297464,0.22880543929826894,1.0491805907269844,1.025667945326166,0.5980472080693966,173.57429190234828,0.5738649145020945,0.7575401348133471,1530.8735654819666,8992.701885609245,3.365299589250404,-0.0,0.7408094836742048,-0.0,0.5369843640449955,43.26456,-2.94349,4.692857142857143,30,60,90,365,0,1.0,0.0,0,1,1,1,0,0.0,0,0,4580,Bilbao,13,"[""Long term stays allowed"", ""Shampoo"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Heating"", ""Elevator"", ""Essentials""]",3623,971,0,0.5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4.31748811353631
492561,0.6547448435485791,1.2709584668200518,0.6572856151660491,64.63282706094422,0.18285070600721948,1.167724227318488,1.6031572224224366,0.5980472080693966,13.729586146404229,0.5738649145020945,0.7575401348133471,34.17801788529476,73.02275861456894,3.132086364852203,0.6896802408670537,0.9216812594201299,-0.0,0.6050816414106724,43.15249,-2.61748,4.828571428571429,16,42,69,311,0,1.0,0.95,1,1,1,1,0,0.0,0,1,3932,Durango,15,"[""Indoor fireplace"", ""Dishwasher"", ""Backyard"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dedicated workspace"", ""Heating"", ""Fast wifi \u2013 170 Mbps"", ""Essentials"", ""Dryer"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Stove"", ""Hangers"", ""Fire extinguisher"", ""Hot water"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Microwave"", ""Oven"", ""BBQ grill"", ""Breakfast"", ""TV with standard cable"", ""Lock on bedroom door"", ""Cable TV"", ""Smoke alarm""]",3600,193,0,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4.532599493153256
512917,0.6547448435485791,1.2709584668200518,0.6572856151660491,64.63282706094422,0.16162401606325752,0.6008670000350488,1.4561324199074364,0.5980472080693966,13.729586146404229,0.5738649145020945,0.7575401348133471,34.17801788529476,73.02275861456894,2.9870459167492633,-0.0,0.5368565201504831,0.5732217703133562,-0.0,43.31542,-2.00173,4.802857142857143,0,0,4,4,0,1.0,1.0,0,1,1,1,0,0.0,1,0,3667,Donostia-San_Sebastian,40,"[""Dishwasher"", ""Cooking basics"", ""Iron"", ""Bed linens"", ""Patio or balcony"", ""Long term stays allowed"", ""Coffee maker"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Heating"", ""Elevator"", ""TV"", ""Essentials"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Hangers"", ""Beachfront"", ""Hot water"", ""Hair dryer"", ""Microwave"", ""Oven""]",3625,1053,0,2.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5.075173815233827
