id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
132068,Great attic+terrace+parking. Beach views. ESS00578,648938,Mikel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3252,-1.97209,Entire home/apt,147,1,584,2022-03-27,4.43,1,226,65,
134802,"Hab Luminosa,tranquila,baño privado",661293,Roberto,Vizcaya,Bilbao,43.24987,-2.93956,Private room,39,3,7,2020-11-30,0.06,1,0,0,
142760,Apto San Juan de Gaztelugatxe,693119,Maitane,Vizcaya,Busturia,43.39062,-2.6947,Entire home/apt,119,6,43,2021-08-29,0.33,1,332,4,
309802,Luxury w/terrace near the beach WIF,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31582,-2.00394,Entire home/apt,190,3,5,2021-10-06,0.05,8,274,1,
309813,Near the beach with terrace WIFI,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31478,-1.98734,Entire home/apt,180,31,12,2018-06-02,0.10,8,300,0,
309828,Modern apt with beach view WIFI.,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31631,-1.98617,Entire home/apt,250,31,32,2017-09-24,0.32,8,302,0,
309830,Gorgeus modern design WIFI Beach,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31679,-1.98624,Private room,315,3,42,2022-01-11,0.39,8,206,14,
329695,"By Guggenheim museum. For ""Game of Thrones"" fans",1683082,Gorka,Vizcaya,Plentzia,43.40585,-2.94824,Entire home/apt,280,3,14,2021-12-10,0.31,1,191,2,E-BI-819
341691,rent room for days,1733722,Itziar,Vizcaya,Bilbao,43.26317,-2.94752,Private room,60,2,37,2019-11-17,0.68,1,150,0,
376823,Elegant villa in San Sebastian area,1716909,Joxeanjel,GuipÃºzcoa,Oiartzun,43.2971,-1.86289,Entire home/apt,600,5,1,2020-08-09,0.05,1,343,0,
386301,Confortable next to surfing beach,1933529,Ainhoa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32412,-1.97071,Entire home/apt,133,2,258,2022-03-13,2.42,3,272,19,RGV SS00304
404270,old part San Sebastian single room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32442,-1.98384,Private room,70,2,10,2022-03-27,0.11,4,41,2,
424487,Apartamento Gorliz Vida. Ideal para sentirse bien,2110227,Koldo,Vizcaya,Gorliz,43.41362,-2.93662,Entire home/apt,90,3,49,2021-12-07,0.42,1,330,5,
429657,Glasshouse+garden. 1 Km Sea,1986539,Igor,Vizcaya,Ibarrangelu,43.38659,-2.63097,Entire home/apt,85,3,106,2022-03-19,1.03,2,285,17,L-Bi 0008
429887,old part SS double room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32489,-1.98353,Private room,60,2,16,2022-03-23,0.18,4,133,2,
430475,Ondarreta Terrace  by SanSe  Holidays,2131752,Ana,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31274,-2.00474,Entire home/apt,242,3,33,2021-10-12,0.40,1,56,12,
443362,old part of SS singel room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32466,-1.98436,Private room,38,2,9,2022-01-07,0.11,4,18,1,
452464,Best of both worlds - mountains/city (3 rooms),1141079,Sally & Rober,Vizcaya,Durango,43.15336,-2.61773,Private room,142,2,66,2019-08-31,0.55,4,290,0,Registro alojamientos turísticos Gobierno Vasco LBI0015
456366,City Center Private Room + Bathroom,59550,Maite,Vizcaya,Bilbao,43.26258,-2.9433,Private room,95,2,64,2019-10-11,0.54,2,365,0,BI-0024
456706,Your Place JUST right in the CENTER,59550,Maite,Vizcaya,Bilbao,43.26456,-2.94349,Private room,75,2,34,2019-10-20,0.29,2,365,0,
491403,Mountains/city - twin room own bath,1141079,Sally & Rober,Vizcaya,AbadiÃ±o,43.15173,-2.61799,Private room,57,2,54,2022-03-16,0.46,4,310,5,Registro alojamiento s turísticos Gobierno Vasco LBI0015
492561,Mountains and city: Two twin rooms,1141079,Sally & Rober,Vizcaya,Durango,43.15249,-2.61748,Private room,93,2,26,2021-12-06,0.22,4,311,1,Registro alojamiento Gobierno Vasco LBI0015
492633,Mountains and city: Double ensuite,1141079,Sally & Rober,Vizcaya,AbadiÃ±o,43.1538,-2.61728,Private room,59,2,116,2022-02-20,0.99,4,305,4,Registro alojamientos turísticos Gobierno Vasco LBI0015
512917,"APPARTMENT RENOVATED, NEAR UNIVERSI",2524293,Itziar,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31542,-2.00173,Entire home/apt,160,2,22,2019-07-30,0.19,1,4,0,
534069,BEST LOCATION OLD TOWN Luxury Loft (+ 31 days),2625306,Luis,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32352,-1.98504,Entire home/apt,75,30,378,2018-06-30,3.18,10,0,0,ESS0016
544285,"Columba´s Homestay, 4minutes from the sea",2676178,Columba,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30991,-2.00161,Private room,55,1,400,2021-10-11,3.37,2,356,16,LSS00040
617702,"Temporarily NOT AVAILABLE, for families",3060941,Joxean,GuipÃºzcoa,Deba,43.29081,-2.3562,Entire home/apt,104,4,13,2021-08-21,0.12,1,313,3,ESS00169
641478,COUNTRY HOUSE BY THE BUTRON RIVER,3196379,Iñigo,Vizcaya,Gatika,43.38766,-2.91995,Entire home/apt,500,2,30,2022-03-09,0.26,1,226,5,
647882,Apartment in San Sebastian Beach,438751,Lorena,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3253,-1.97295,Entire home/apt,100,7,27,2021-08-28,0.25,1,64,2,ESS00610
664737,Apartamento en el centro. estancias largas,3358229,Asier,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31999,-1.98,Entire home/apt,75,27,120,2021-11-11,1.04,3,201,3,
664879,AMPLIA HABITACIÓN  CHALET SOPELANA,3359379,Arantza,Vizcaya,Sopelana,43.38163,-2.98344,Private room,40,2,46,2018-08-08,0.43,1,58,0,
702249,Mikelen Etxea - Sierra Salvada - Orduña,3604629,Inmaculada,Ãlava,Amurrio,42.97479,-3.01849,Entire home/apt,189,2,3,2019-07-11,0.03,1,232,0,
711105,Traditional Basque Farm House,3659702,Phil,Ãlava,Arraia-Maeztu,42.74912,-2.44388,Private room,25,2,215,2022-03-01,2.27,2,343,21,LVI 00039
714318,Bright Penthouse with Terrace and A/C,3678889,Martin Y Emelyn,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31326,-1.98132,Entire home/apt,69,30,93,2021-07-17,0.93,1,220,1,ESS-00250
720913,Ecocabaña en naturaleza. Lekeitio,3721977,Maria,Vizcaya,Ispaster,43.34859,-2.56768,Entire home/apt,66,2,264,2022-03-22,3.48,3,280,37,L BI 0019
720916,Piso reformado casco viejo Lekeitio con wifi,3721977,Maria,Vizcaya,Lekeitio,43.36252,-2.50608,Entire home/apt,72,2,267,2022-03-27,2.33,3,168,27,BI E 0061
721139,Apartamento junto al puerto,3723109,Oskar,GuipÃºzcoa,Pasaia,43.32356,-1.92965,Entire home/apt,128,2,34,2021-11-01,0.30,1,0,1,
740932,Nice Room Guggenheim & Euskalduna & University,3227964,Gabriela,Vizcaya,Bilbao,43.26914,-2.9288,Private room,38,1,120,2021-08-23,1.13,2,122,6,LBI56
748452,alojamiento rural en urdaibai,3931497,Mañuko,Vizcaya,Bermeo,43.40016,-2.75902,Entire home/apt,860,1,0,,,1,365,0,
751799,ZURRIOLA by SanSebastianForYou,3952766,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32475,-1.97214,Entire home/apt,55,2,142,2019-08-18,1.25,23,0,0,
796513,Cozy low-budget Piso Kabi free wifi,3065884,Diana,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31642,-1.95089,Entire home/apt,100,20,30,2021-12-31,0.27,1,219,1,
872681,Apartament Bilbao-Guggenheim with parking+wifi,4604601,Patricia,Vizcaya,Bilbao,43.26785,-2.93253,Entire home/apt,100,1,152,2021-10-20,1.50,1,197,7,Número de licencia turística EBI0045
903053,FANTASTIC VIEWS - GREAT TERRACE - LUMINOSO ÁTICO,4827486,Patricia,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32112,-1.97396,Entire home/apt,129,2,353,2020-09-10,3.21,1,232,0,ES00691
905490,Big room available in Hondarribia,4844151,Mikel And Natacha,GuipÃºzcoa,Hondarribia,43.36752,-1.79215,Private room,39,1,131,2017-06-27,1.24,1,358,0,
940996,Bonito piso con vistas y acogedor,5086082,Laura,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31365,-1.985,Entire home/apt,72,3,173,2022-02-13,1.62,1,298,15,
950953,Agritourism HARRIGAIN B,5159012,Aitziber,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30588,-2.05616,Entire home/apt,110,4,7,2015-07-23,0.06,3,361,0,
953145,Agritourism  HARRIGAIN A,5159012,Aitziber,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30589,-2.05531,Entire home/apt,110,4,19,2016-08-26,0.19,3,361,0,
953150,Agritourism HARRIGAIN C,5159012,Aitziber,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30387,-2.05435,Entire home/apt,200,4,6,2016-09-15,0.06,3,321,0,
957951,Beautiful views of the river,5210930,Cristina,Vizcaya,Portugalete,43.31799,-3.01304,Entire home/apt,91,2,28,2022-01-03,0.37,1,338,4,E-288
961100,Sunny Penthouse with terrace in San Sebastian,5096546,Gustavo,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32399,-1.98064,Entire home/apt,130,1,403,2022-03-23,3.80,1,286,44,ESS0566
985201,Modern studio in the Basque Capital - Non smoking,1329868,Yolanda,Ãlava,Vitoria-Gasteiz,42.84649,-2.67074,Entire home/apt,58,2,420,2022-03-27,3.83,1,91,28,LVI-0002
991935,San Sebastián Green + Parking,5361990,Beñat,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31042,-1.99287,Entire home/apt,76,2,383,2022-03-22,3.55,1,139,45,LSS00074
1038056,Whole APART 10min cen BILBAO by car,5646459,Monica,Vizcaya,GÃºeÃ±es,43.22432,-3.02308,Entire home/apt,98,1,203,2021-11-21,1.87,1,362,8,
1061559,Room with terrace +  closed parking,5844152,Victoria,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30936,-1.98655,Private room,50,1,439,2022-03-13,4.03,1,325,63,SS00003
1075192,Nice and quiet Room in  San Sebastian Spain,5915555,Concha,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31251,-2.00065,Private room,31,2,116,2021-08-26,1.59,1,9,4,
1131903,MOTE cottage. Wifi. Views of the sea.   ESS 00597,1580328,Eneko,GuipÃºzcoa,Mutriku,43.30593,-2.38728,Entire home/apt,219,7,24,2019-07-21,0.23,1,132,0,ESS00597
1136840,PERFECT FLAT IN A PERFECT PLACE,6236133,June & Ander,Vizcaya,Elantxobe,43.39866,-2.63521,Entire home/apt,79,2,231,2022-02-23,2.14,1,212,26,E-BI-130
1159799,Have a great time in San Sebastian Homestay,2676178,Columba,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30996,-2.00015,Private room,55,1,309,2021-11-28,2.90,2,341,26,LSS00040
1170609,Apto con encanto  en San Sebastian,6201019,M Carmen,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.318085,-1.982051,Entire home/apt,147,1,155,2022-03-27,1.45,1,232,13,ESS00073
1190440,Farmhouse Carranza Basque Country,6506955,Adela,Vizcaya,Karrantza Harana,43.25112,-3.37244,Private room,43,2,18,2017-08-06,0.17,2,89,0,
1199219,Room in Big Flat with views Guggenheim&Euskalduna,3227964,Gabriela,Vizcaya,Bilbao,43.27118,-2.9266,Private room,23,10,52,2022-01-26,0.62,2,125,7,LBI 56
1208285,"Precioso apartamento con vistas, cerca de la playa",3358229,Asier,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32247,-1.97507,Entire home/apt,180,3,199,2022-03-21,1.91,3,269,18,ESS00186
1218200,Apartament 6 places 50 metres beach WIFI,6647633,Igor,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31432,-2.00275,Entire home/apt,100,1,72,2021-08-23,0.68,6,58,3,ESS 01153
1260104,Apartament in Basque Country coast,6854454,Itziar,GuipÃºzcoa,Deba,43.28515,-2.32611,Entire home/apt,130,2,1,2020-07-18,0.05,2,308,0,
1276187,GERNIKA ROOMS EBI01245,6946194,Elena,Vizcaya,Gernika-Lumo,43.31442,-2.67693,Entire home/apt,124,3,22,2021-11-01,0.21,1,358,7,
1278869,Apartamento Deusto 4 habitaciones,6855743,Maria,Vizcaya,Bilbao,43.27331,-2.94892,Entire home/apt,89,7,23,2021-08-21,0.24,1,105,2,
1311566,Habitación con baño exclusivo. Casco Viejo,7127707,Eugenio,Vizcaya,Bilbao,43.25892,-2.91867,Private room,36,2,34,2022-03-28,4.95,1,60,34,LBI00498
1318286,Room in Bilbao+WIFI,7174903,Jose Luis,Vizcaya,Bilbao,43.25063,-2.93344,Private room,40,2,137,2022-02-05,1.29,3,297,13,
1334785,El Pisito,7238197,Ana,Vizcaya,Bilbao,43.25742,-2.9242,Entire home/apt,119,3,215,2022-02-27,2.08,2,270,2,E-BI-0005
1337901,"Bright, modern, central and WIFI",1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31458,-1.98719,Entire home/apt,180,31,32,2021-09-05,0.33,8,0,1,
1339052,4 bedroom flat in SS near beach  [ESS01112],7260628,Iñigo,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31486,-2.00157,Entire home/apt,144,31,17,2018-08-09,0.16,1,92,0,ESS01112
1340524,"Perfect location, beaches, old town",7270859,Emi,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32219,-1.98418,Private room,65,2,211,2021-11-14,1.99,1,11,21,LSS00007
1344066,Precioso apartamento con jardin en,3604685,Iratxe,Vizcaya,Getxo,43.33665,-3.00109,Entire home/apt,220,5,6,2021-08-14,0.07,1,364,3,E-BI-396
1346126,Room in Bilbao + Wifi,7174903,Jose Luis,Vizcaya,Bilbao,43.24973,-2.93428,Private room,50,2,155,2022-01-01,1.47,3,299,14,
1348718,DOMO,6598471,People Rentals,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31504,-1.98332,Entire home/apt,207,3,52,2022-02-27,0.51,18,336,18,ESS01460
1377085,Orio -  San Sebastian by the beach,7460322,Leyre,GuipÃºzcoa,Orio,43.28814,-2.1264,Entire home/apt,116,2,164,2022-02-28,1.57,1,280,18,
1405167,Room with bathroom,7174903,Jose Luis,Vizcaya,Bilbao,43.24846,-2.93289,Private room,40,2,69,2021-08-25,0.71,3,299,5,LBI0028
1411180,"Habitacion, Centro Vitoria",6506955,Adela,Ãlava,Vitoria-Gasteiz,42.8441,-2.66841,Private room,40,2,2,2019-04-18,0.04,2,356,0,
1426918,habitación privada o piso entero en Gernika,7674475,Nekane,Vizcaya,Gernika-Lumo,43.30588,-2.68651,Private room,50,2,38,2018-08-13,0.41,1,361,0,
1444162,Balentziaga Getaria PARKING GRATIS,7754058,Irantzu,GuipÃºzcoa,Getaria,43.30213,-2.20539,Entire home/apt,103,2,10,2022-02-13,0.27,1,199,2,ESS02217
1445649,MIRADOR MAR: terrace + parking (10eur/day),7761111,Isabel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32767,-1.96953,Entire home/apt,124,5,50,2021-10-31,0.49,1,229,8,ESS00834
1470889,Luxury San Prudencio Vitoria - EVI0049,7859412,Javier,Ãlava,Vitoria-Gasteiz,42.84346,-2.67131,Entire home/apt,92,2,64,2022-02-13,0.78,5,24,5,EVI049
1480833,Precioso apartamento en Errenteria.,7438203,Ibon,GuipÃºzcoa,Errenteria,43.31302,-1.90139,Entire home/apt,67,5,70,2021-09-19,0.67,1,194,18,
1560846,Loft in Mutriku by Sea Front,8305052,Begoña,GuipÃºzcoa,Mutriku,43.3032,-2.36471,Entire home/apt,72,2,123,2022-03-01,1.31,3,283,14,LSS00135
1586917,Casco Viejo habitacion doble       (LBI 184),8457487,Pilar,Vizcaya,Bilbao,43.25797,-2.92556,Private room,43,2,36,2019-06-20,0.37,1,39,0,LBI 184
1587488,UBICACION PERFECTA...BAÑO PRIVADO   L-SS-00002 ''',8462790,Maria Concepcion,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32379,-1.97739,Private room,65,2,317,2021-09-03,3.06,2,262,3,L-ss-00002
1614488,Acogedor y a 8 minutos del centro!,7423796,Raúl,Ãlava,Vitoria-Gasteiz,42.8383,-2.66674,Entire home/apt,70,2,23,2021-07-18,0.40,2,61,2,EVI-0072
1618029,IGELDO 2013 HABITACIÓN MONTE,8603350,Agurtxo,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3055,-2.03862,Private room,80,3,50,2021-09-18,0.52,2,345,2,
1618388,IGELDO 2013 HABITACIÓN MAR,8603350,Agurtxo,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30502,-2.04034,Private room,80,3,53,2021-10-12,0.56,2,342,6,
1645135,LORIEN Zarautz (200mts beach),6751883,Felix,GuipÃºzcoa,Zarautz,43.28412,-2.17102,Entire home/apt,239,5,6,2019-08-08,0.06,1,338,0,
1674721,APARTAMENTO PUESTA DE SOL -ESS00070,8863617,Mikel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31897,-1.97007,Entire home/apt,177,2,97,2022-01-02,1.18,1,252,17,ES00070
1679109,"BILBAO,tu CASAencima del CASCO VIEJO con DESAYUNO",8869519,Carmen,Vizcaya,Bilbao,43.26079,-2.91529,Private room,37,2,79,2021-09-18,0.81,2,226,1,L-BI-105
1719326,Casita individual en Getxo Bizkaia,9064749,Susana,Vizcaya,Getxo,43.36336,-3.00882,Entire home/apt,71,3,128,2022-03-27,1.25,1,285,15,
1752832,Acogedor piso céntrico,9220572,Iera,Vizcaya,Bilbao,43.26043,-2.93003,Entire home/apt,126,4,62,2019-12-18,0.74,1,28,0,
1779700,Las casas de EA Astei - Sabai,9343474,Mertxe,Vizcaya,Ea,43.3682,-2.61135,Entire home/apt,200,2,21,2022-01-02,0.26,4,322,6,W-BI-23
1779701,Las Casas de Ea: Preciosa Garaixe,9343474,Mertxe,Vizcaya,Ea,43.36839,-2.6155,Entire home/apt,190,2,9,2021-09-05,0.11,4,328,3,W-BI-23
1779704,Preciosa casa autosostenible en EA,9343474,Mertxe,Vizcaya,Ea,43.36728,-2.61415,Entire home/apt,400,2,19,2021-12-30,0.20,4,306,6,W-BI-23
1779707,Disfruta de la Costa Vasca en Okana,9343474,Mertxe,Vizcaya,Ea,43.36971,-2.61368,Entire home/apt,310,2,9,2020-07-20,0.11,4,285,0,W-BI-23
1795884,Ubicacion Perfecta-Dos camas-baño    L-SS-00002,8462790,Maria Concepcion,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3225,-1.97859,Private room,49,2,252,2019-11-13,2.47,2,1,0,L-ss-00002
1799108,Double room in a peacefull house (1-2 persons)J,4435981,Maite,GuipÃºzcoa,Urnieta,43.24691,-1.99455,Private room,45,4,12,2019-07-28,0.13,2,181,0,
1810475,Mendi Alai Hab doble Avellano,9485330,Victoria,Vizcaya,Karrantza Harana,43.21736,-3.33746,Private room,75,1,0,,,9,364,0,
1810503,MENDI ALAI Habitación doble Avellano,9485330,Victoria,Vizcaya,Karrantza Harana,43.22128,-3.33348,Private room,75,1,0,,,9,364,0,
1824654,EASO,6598471,People Rentals,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31748,-1.98149,Entire home/apt,279,3,73,2022-03-06,0.77,18,323,17,ESS01042
1842645,"ATERPEA, espacio para familia, 12 alojados.",9628802,Tucker,Vizcaya,Trucios-Turtzioz,43.27473,-3.2705,Entire home/apt,330,2,3,2021-08-08,0.34,3,284,3,E-BI211
1843832,Habitación en la Marina  en piso con vistas al mar,9633558,Gloria,GuipÃºzcoa,Hondarribia,43.369328,-1.793148,Private room,45,2,119,2022-03-27,1.72,1,80,15,LSS00049
1855295,"quiet room in Casco Viejo, Bilbao",87919218,Laura,Vizcaya,Bilbao,43.256,-2.92127,Private room,41,1,603,2022-03-27,6.48,2,352,84,L-BI-58
1858381,"apart  Artekale,Casco viejo ,parking opcional",8192706,Jose Ramon,Vizcaya,Bilbao,43.2558,-2.92362,Entire home/apt,82,2,346,2022-01-18,3.45,1,129,22,EBI 008
1864250,Comfortable and Convenient fit apartment,9721328,Albert,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30636,-1.97638,Entire home/apt,58,2,231,2022-03-20,2.30,2,169,20,ESS01062
1908094,EA (URDAIBAI)PLAGE 40KM FROM BILBAO,9901617,Lourdes,Vizcaya,Ea,43.38132,-2.58145,Entire home/apt,109,2,0,,,1,274,0,
2030727,Casa entera sin zonas comunes y acceso privado.,10427735,Arantza,GuipÃºzcoa,Mutriku,43.30934,-2.39472,Entire home/apt,80,2,14,2021-01-03,0.15,1,282,0,01147
2054315,Apartamento Comfort Suite,9721328,Albert,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30553,-1.97742,Entire home/apt,59,2,189,2021-12-07,1.88,2,157,13,ESS00346
2147082,PRECIOSO APARTAMENTO EN EL CENTRO DE LA CIUDAD,5949992,Gutxi,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32146,-1.97412,Entire home/apt,204,3,69,2021-08-30,0.74,1,136,7,ESS00252
2173625,Artiñano Etxea.Simplemente especial,11088431,Artiñano Etxea,Vizcaya,Orozko,43.10217,-2.90268,Entire home/apt,393,2,23,2021-08-14,0.29,1,208,4,
2188026,Apartamento Akuiola para 2 personas,11157190,M. Angeles,Vizcaya,Gizaburuaga,43.33035,-2.53114,Entire home/apt,47,3,47,2021-10-18,0.48,2,118,6,KBI-0009
2205726,Lovely Cottage in a natural park.,11253645,Olga,GuipÃºzcoa,Oiartzun,43.28811,-1.80154,Entire home/apt,245,6,9,2017-05-28,0.10,1,161,0,KSS00165
2206507,room for 1 or 2  for friendly people,7593733,Dagmara Helena,Vizcaya,Bilbao,43.25486,-2.92255,Private room,24,1,763,2020-09-01,8.18,2,89,0,
2214720,"Akelarre Hostel from 2009, bed in shared room!",11296499,Ainara,Vizcaya,Bilbao,43.26875,-2.95461,Shared room,18,1,104,2020-07-29,1.05,23,232,0,
2215477,Habitación tipo suite en casa  Costa Vasca,1968496,Concha,GuipÃºzcoa,Mutriku,43.30781,-2.38762,Private room,61,2,72,2021-12-06,0.73,2,362,7,L5500105
2247763,HABITACION CON TERRAZA,3016658,Manex,GuipÃºzcoa,Zarautz,43.2872,-2.16307,Private room,80,1,10,2016-08-27,0.11,1,88,0,
2258409,in the most central part Donostia,11534048,María,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32387,-1.98166,Entire home/apt,101,2,348,2022-03-28,3.59,1,20,37,ESS02924
2288178,Loft in the centre. Free parking very close,11689133,Jorge,Ãlava,Vitoria-Gasteiz,42.84299,-2.66823,Entire home/apt,73,2,146,2022-02-13,1.56,2,99,15,EV-0002
2311911,Apartamento en centro de la ciudad,3297234,Teresa,Vizcaya,Bilbao,43.25905,-2.93197,Entire home/apt,160,4,62,2021-10-14,0.66,3,357,3,
2312292,Habitacion Errenteria 15min Donosti (SUSPENDIDO),2344803,Koldo,GuipÃºzcoa,Errenteria,43.31456,-1.90508,Private room,35,2,61,2019-11-10,0.64,1,365,0,
2337655,"Bilbao Akelarre, hostel low cost for 4 people!",11296499,Ainara,Vizcaya,Bilbao,43.26872,-2.95448,Private room,77,1,24,2020-07-25,0.25,23,238,0,
2371692,Cozy private room for 6 people!,11296499,Ainara,Vizcaya,Bilbao,43.26872,-2.95448,Private room,107,1,26,2022-03-06,0.29,23,237,3,
2393860,"PISO EN EDIFICIO HISTORICO
EVI0078",12229483,Nerea,Ãlava,Vitoria-Gasteiz,42.84828,-2.67524,Entire home/apt,120,4,19,2021-09-21,0.20,1,272,7,EVI0078
2421012,Charming & cozy apartment,11008085,Jacob,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32013,-1.95251,Entire home/apt,65,14,3,2014-09-19,0.03,1,189,0,
2435549,"Akelarre, close to University",11296499,Ainara,Vizcaya,Bilbao,43.26872,-2.95448,Shared room,17,1,83,2020-08-10,0.88,23,232,0,
2458119,Dúplex con encanto,12568677,Leire,Vizcaya,Lekeitio,43.36445,-2.50255,Entire home/apt,75,2,75,2022-03-15,1.17,1,38,15,
2493634,Bonito chalet  Arcentales Vizcaya E-BI-0104,12733502,Antonio,Vizcaya,Artzentales,43.23609,-3.2136,Entire home/apt,307,2,10,2021-12-07,0.15,1,343,3,E-Bi-0104
2499673,Just a short walk from'La Concha',7471853,Maria,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31365,-1.98314,Entire home/apt,100,3,69,2021-11-14,0.87,1,253,12,ESS00716
2537342,"Akelarre, like at home for 12 people!",11296499,Ainara,Vizcaya,Bilbao,43.26872,-2.95448,Private room,200,1,13,2019-10-13,0.19,23,181,0,
2584386,BED & BREAKFAST MUTRIKU SEA SIDE !,8305052,Begoña,GuipÃºzcoa,Mutriku,43.30359,-2.36329,Private room,45,2,229,2022-03-06,2.42,3,334,21,LSS00135
2626856,YOUR ROOM IN THE BASQUE COUNTRY,13453535,Juan,Vizcaya,Lekeitio,43.36315,-2.50469,Private room,75,2,49,2021-09-04,0.51,2,354,11,
2631340,Casería completamente reformado,13477507,Margarita,Ãlava,Zuia,42.94748,-2.83326,Entire home/apt,300,2,5,2019-08-12,0.14,1,209,0,EVI00137
2641107,NEW FLAT IN THE OLD TOWN,13522693,Aterian,GuipÃºzcoa,Getaria,43.30354,-2.20378,Entire home/apt,118,2,46,2021-12-22,0.49,9,189,5,ESS 01175
2655540,ONDARRETA BEACH ATTIC APART WIFFI,13482112,Marta,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31125,-2.00928,Entire home/apt,240,1,60,2019-02-28,0.62,1,89,0,
2670880,Doble room next to Beach,7544648,Leo,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31337,-2.00393,Private room,19,30,0,,,3,0,0,
2671811,New home. Free parking.,13672666,Unai & Sara,Vizcaya,Abanto y CiÃ©rvana-Abanto Zierbena,43.31189,-3.086,Entire home/apt,90,3,94,2022-01-01,0.97,1,334,13,E-BI-401
2675689,Precioso piso en  centro de Bilbao,13699109,Clara,Vizcaya,Bilbao,43.26718,-2.93396,Entire home/apt,170,3,67,2021-11-01,0.70,1,344,3,E.BI-917
2680891,BOUTIQUE APARTMENT ZURRIOLA BEACH with PARKING,13725999,Masa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32281,-1.96771,Entire home/apt,103,2,277,2022-02-27,2.86,5,184,32,ESS00120
2690880,Estudio Garden,13772157,Irenaz Resort,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.2877,-1.98909,Entire home/apt,96,2,5,2022-03-03,0.05,4,344,1,
2691778,Big flat with  amazing views and public parking.,13775852,Esther,GuipÃºzcoa,Azpeitia,43.17973,-2.27211,Entire home/apt,63,2,227,2022-01-30,2.39,1,232,25,ESS0000076
2718467,Acogedor piso en Mutriku,13911403,Andoni,GuipÃºzcoa,Mutriku,43.30763,-2.38535,Entire home/apt,93,2,123,2021-12-28,1.31,1,302,17,ESS00507
2725506,Tranquilidad cerca de San Sebastián,13947473,Maitri,GuipÃºzcoa,Oiartzun,43.2935,-1.85757,Entire home/apt,70,3,51,2021-08-31,0.53,1,150,7,
