id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8910653,"CASA RURAL"" URKULU LANDETXEA""",46605884,Monica,GuipÃºzcoa,Aretxabaleta,43.03077,-2.48866,Entire home/apt,639,2,4,2022-01-01,0.09,7,291,1,XSS00106
8914624,Soroa,46622471,Tristán,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32214,-1.97015,Entire home/apt,182,1,73,2022-03-11,0.96,1,327,10,ES00042
8937924,LUXURY APARTMENT NEXT TO THE BEACH,23510666,Aitor,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31156,-2.00729,Entire home/apt,240,1,72,2022-03-13,1.05,1,338,15,ESS - 02326
8939600,APARTAMENTO ACOGEDOR CON BONITAS VISTAS. E-BI-609,46731982,Aitor Y Maider,Vizcaya,Bakio,43.42909,-2.81277,Entire home/apt,76,2,44,2021-10-12,0.72,1,211,5,E-Bi-609
8945213,♥︎DESIGN PENTHOUSE OLD TOWN | + 31 DAYS | NETFLIX,2625306,Luis,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32321,-1.98568,Entire home/apt,140,32,190,2020-11-19,2.43,10,333,0,
8960699,Piso con encanto en San Sebastián con WIFI,46831784,Ion,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3093,-1.96593,Entire home/apt,85,1,257,2020-08-26,3.30,1,0,0,
8962512,Apartamento en  PARTE VIEJA DONOSTIA,46778837,Edurne,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32186,-1.98662,Entire home/apt,99,2,215,2022-03-27,2.80,1,262,34,Registro turístico número: 01166 del Govierno Vasco.Apartamento con registro turistico del ayuntamiento de San Sebastian
8978178,Urumea 1: New apartment near River,2035832,Jokin Y Michele,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31218,-1.97159,Entire home/apt,84,2,56,2021-11-14,0.72,17,253,5,
9134761,Bilbao Centro-Plaza toros by The Urban Hosts,47576134,Montserrat,Vizcaya,Bilbao,43.25544,-2.93705,Entire home/apt,146,1,126,2022-02-28,1.64,1,334,3,EBI00029
9162716,Terrace & views to Zurriola surfers Beach,36626870,Carolina,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32507,-1.97332,Entire home/apt,159,1,252,2022-03-17,3.33,2,101,49,ESS00141
9200504,Casa rural Legaire Etxea,47855331,Ohiana,Ãlava,Asparrena,42.86116,-2.27808,Private room,330,1,4,2021-10-03,0.06,5,187,2,
9378129,Apartamento en villa L SS 0037,121881270,Maite,GuipÃºzcoa,Irun,43.34005,-1.80654,Entire home/apt,61,1,356,2022-03-04,4.63,1,260,53,L SS 0037
9405262,Casco Antiguo Bilbao,19915120,Aitor,Vizcaya,Bilbao,43.25746,-2.92531,Entire home/apt,150,3,7,2018-08-07,0.09,1,362,0,
9417630,Beautiful house near to San Sebastian,48830166,Nerea &,GuipÃºzcoa,Errenteria,43.30607,-1.90843,Entire home/apt,364,2,105,2021-10-18,1.42,1,89,12,
9418716,"Getaria, centro, cerca de las playas. Wifi",48834356,Guzman,GuipÃºzcoa,Getaria,43.30446,-2.20286,Entire home/apt,81,2,99,2021-12-30,1.35,1,280,9,ESS 00916
9441504,"5 Getaria A , super central spacious apartment",3746437,Nuria,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31946,-1.98121,Entire home/apt,211,2,36,2022-02-14,0.57,17,233,6,TSS00013
9441586,C bella Easo C in San Marcial 28 FULLY ACCESIBLE,3746437,Nuria,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3189,-1.98167,Entire home/apt,143,1,12,2021-07-10,0.27,17,201,1,TSS0013
9442475,B Bella Easo A in San Marcial 28,3746437,Nuria,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3189,-1.98167,Entire home/apt,143,1,21,2021-10-01,0.46,17,185,3,TSS0013
9470841,BEC-Barakaldo   L-BI-54,49081838,Natalia,Vizcaya,Barakaldo,43.2932,-2.99138,Private room,70,1,28,2019-08-23,0.37,1,355,0,
9519236,BONITO APARTAMENTO EN LA CONCHA (Interior),45341951,Asier,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31669,-1.9854,Entire home/apt,74,2,255,2022-03-27,3.49,1,311,47,L027634
9540821,Small breakfast-room,49414795,Maria Mercedes,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30479,-1.979,Private room,41,2,225,2022-03-06,2.95,1,341,29,LSS00062
9569110,"Villa Argomaniz, HAB.DOBLE. NºREGIST.TURÍS:LVI0005",46777172,Garikoitz,Ãlava,Elburgo,42.86737,-2.54175,Private room,55,1,4,2017-03-19,0.06,3,89,0,LVI0005
9640682,"Ático 100m, junto a un Lago, en plena naturaleza.",47690873,Joana,Vizcaya,Mungai,43.32684,-2.85462,Entire home/apt,95,1,239,2022-03-27,3.49,1,351,54,L-BI-316
9647641,Bright and cosy apartment in the town center.,7351915,Elixabete & Haritz,Vizcaya,Berriatua,43.32055,-2.41961,Entire home/apt,70,2,112,2022-02-15,1.53,1,134,16,
9746680,Estudio ideal para 2 personas,50280476,Naiara,GuipÃºzcoa,Pasaia,43.32615,-1.92325,Entire home/apt,70,3,96,2021-12-31,1.29,1,37,20,
9853787,Cosy flat near the sea and the  surfer Mundaka,28608902,Garikoitz,Vizcaya,Busturia,43.38252,-2.69935,Entire home/apt,81,2,106,2022-02-26,1.45,1,16,6,E- BI- 0093
9871750,"Centric, Wide & Quiet. Full month.",49638791,José Luis,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3166,-1.97352,Entire home/apt,150,6,23,2021-08-29,0.33,2,0,4,ESS02365
9928464,DULANTZIKO ARBOLA.  Nº Registro Turístico EVI0028,44119387,Inma,Ãlava,AlegrÃ­a-Dulantzi,42.84024,-2.51082,Entire home/apt,182,2,29,2022-02-27,0.41,1,348,3,Reg. Turístico EVI0028
9964984,El gargantua.Room whit wifi,51070305,Itxa,Vizcaya,Bilbao,43.25862,-2.92455,Private room,58,2,260,2022-03-12,3.42,3,20,43,L-BI0021
9970765,Habitación confortable en Bilbao,51211653,Diana,Vizcaya,Bilbao,43.25663,-2.94129,Private room,29,2,1,2022-01-30,0.49,2,0,1,
9975355,Villa Argómaniz Hab.5 PAX. NºREGISTR.TURIS:LVI0005,46777172,Garikoitz,Ãlava,Elburgo,42.86924,-2.54065,Private room,75,3,3,2017-05-16,0.04,3,0,0,LVI0005
10011827,VILLA ARGÓMANIZ.H.DOBLE JARDÍN. NºREGISTRO LVI0005,46777172,Garikoitz,Ãlava,Elburgo,42.86797,-2.5419,Private room,40,2,1,2016-03-08,0.01,3,58,0,LVI0005
10025742,Mayor 35 Casa Rural - Rioja Alavesa,51477475,Virginia,Ãlava,Laguardia,42.55285,-2.58492,Entire home/apt,396,2,4,2019-07-07,0.05,5,170,0,
10026456,Mayor 35 Casa Rural - Habitación M1,51477475,Virginia,Ãlava,Laguardia,42.55349,-2.58441,Private room,93,2,13,2019-10-08,0.18,5,214,0,
10026729,Mayor 35 Casa Rural - Habitación M2,51477475,Virginia,Ãlava,Laguardia,42.55329,-2.58545,Private room,99,1,3,2018-04-30,0.04,5,219,0,
10026807,Mayor 35 Casa Rural - Habitación M3,51477475,Virginia,Ãlava,Laguardia,42.55304,-2.5863,Private room,99,1,3,2017-09-24,0.04,5,209,0,
10026871,Mayor 35 Casa Rural - Habitación M4,51477475,Virginia,Ãlava,Laguardia,42.5534,-2.58476,Private room,99,1,3,2018-05-15,0.04,5,196,0,
10064404,"Apartment in Centre, parking included.",13343635,Andrea,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31877,-1.98097,Entire home/apt,235,7,260,2022-01-06,3.42,3,23,20,
10084868,"Apartment in Centre, parking included.",13343635,Andrea,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31906,-1.98084,Entire home/apt,225,7,226,2022-01-04,2.97,3,79,13,
10114524,Ocean Room in a spacious Basque Villa,8703392,Jorge,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31667,-2.0026,Private room,95,2,66,2021-08-23,0.92,5,142,6,
10129445,Awesome rustic renewed  apartment,51826508,Igone,GuipÃºzcoa,Pasaia,43.3262,-1.91854,Entire home/apt,80,2,29,2022-02-26,0.39,1,243,1,
10216043,Agradable casa terraza y barbacoa. Hasta 6-8 pers.,52494781,Ainara,Ãlava,ValdegovÃ­a,42.80729,-3.04299,Entire home/apt,82,1,0,,,1,116,0,
10328860,VILLA ONDARRETA CON PARKING Y AC,3746437,Nuria,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31529,-2.00466,Entire home/apt,450,3,6,2019-08-23,0.13,17,8,0,ESS1830
10376824,Studio Room in a spacious Basque villa,8703392,Jorge,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31454,-2.00216,Private room,95,2,83,2021-09-13,1.13,5,182,1,
10403566,Beedroom near Bilbao + Breakfast,51747217,Kepa,Vizcaya,Barakaldo,43.27969,-2.98623,Private room,13,1,177,2022-03-16,2.40,1,89,10,L - BI - 89
10423916,APARTAMENTO IDEAL PARA PAREJAS,53687771,Xabi,Vizcaya,Lekeitio,43.36169,-2.50816,Entire home/apt,89,5,14,2021-08-20,0.19,1,89,3,
10427709,Apartamento LORE    (ESS 00009),53442582,Jose Luis,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31056,-2.00464,Entire home/apt,86,2,123,2020-08-12,1.71,1,63,0,ESS 00009
10444083,"Oteiza, two steps from the beach of La Zurriola",18192487,Bigalarent,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32462,-1.97021,Entire home/apt,119,1,9,2021-12-08,0.26,14,242,3,ESS00449
10480735,ARRITXULO ALBERGUE TURÍSTICO 1,53431522,Arritxulo,GuipÃºzcoa,Oiartzun,43.27202,-1.79599,Shared room,22,1,50,2021-11-14,0.68,4,356,3,
10487669,Apto. centrico en Bilbao E-BI-00099,54062416,Nerea,Vizcaya,Bilbao,43.25651,-2.92865,Entire home/apt,64,2,307,2022-03-11,4.17,2,149,32,E-BI-0099
10503635,Cozy room.,50658602,Idoia  Y Olvido,Vizcaya,Bilbao,43.24445,-2.92458,Private room,48,2,111,2022-02-26,1.52,1,361,8,
10517361,Casa Rural Goikoetxe en Zeanuri,54225255,Joseba,Vizcaya,Zeanuri,43.0985,-2.77271,Entire home/apt,271,2,21,2021-11-21,0.29,1,162,4,X-BI 00067
10533232,"PISO LEKEITIO,Parking, wifi, frente acantilado.",16859090,Félix,Vizcaya,Lekeitio,43.37194,-2.50525,Entire home/apt,90,1,77,2022-02-12,1.03,1,319,7,EBI841
10538009,"Apartamento compartido,increíble vista al mar",52668102,Cian,Vizcaya,Bakio,43.4314,-2.81155,Private room,60,1,301,2022-02-22,4.08,1,34,21,
10558513,"Brand new cosy, affordable apartment in great area",9772250,Iñaki,GuipÃºzcoa,Zarautz,43.28382,-2.17421,Entire home/apt,108,2,18,2022-01-02,0.26,2,138,6,TSS0061
10558622,Brand new accessible apartment with optional Garaj,9772250,Iñaki,GuipÃºzcoa,Zarautz,43.28172,-2.17613,Entire home/apt,106,2,17,2022-01-02,0.24,2,142,4,TSS0061
10558642,Stunning views in Central Bilbao,54459162,Villarias,Vizcaya,Bilbao,43.26121,-2.92476,Entire home/apt,195,2,122,2022-03-14,1.62,1,309,12,EBI537
10566802,Casa acogedora en Mundaka,54502410,Javier,Vizcaya,Mundaka,43.40655,-2.70049,Entire home/apt,120,2,1,2018-05-13,0.02,3,180,0,EBI684
10615653,Palacio Horkasitas 24 pax,27271201,Simon,Vizcaya,Artzentales,43.2402,-3.21441,Entire home/apt,643,2,7,2021-06-13,0.11,1,358,1,
10668807,"AINARA : luxurious, right in the Heart of the City",55108903,Monique,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32321,-1.98101,Entire home/apt,240,3,43,2019-09-29,0.59,1,69,0,ESS01065
10692205,Beautiful apartment center old town,1875407,Andrea,Vizcaya,Bilbao,43.25763,-2.92552,Entire home/apt,155,3,14,2017-07-09,0.19,1,9,0,
10745223,Esplendido Caserío. Dos plantas y jardín. Carranza,55550940,Monika,Vizcaya,Karrantza Harana,43.21461,-3.34778,Private room,58,2,52,2021-11-07,0.71,1,359,8,LBI 126
10784019,Habitación privada.Entre Feria Muestras y Hospital,55794153,Patxi,Vizcaya,Barakaldo,43.28236,-2.99072,Private room,27,2,207,2021-12-12,2.83,1,47,16,L-BI-290
10858655,"Relax, montaña, paz",56178969,Eva María,GuipÃºzcoa,Zarautz,43.2446,-2.18096,Entire home/apt,315,2,87,2022-01-02,1.19,1,325,15,LICENCIA TURISMO VACACIONAL E SS 00413
10893541,Rural charm 4 km from center of Vitoria. KVI00057,56449307,Agroturismo,Ãlava,Vitoria-Gasteiz,42.84083,-2.63447,Entire home/apt,320,3,5,2021-02-12,0.08,1,166,0,KVI00057
10981211,RELAX FRENTE AL MAR,34265055,Javier,GuipÃºzcoa,Hondarribia,43.38209,-1.7976,Entire home/apt,110,2,65,2022-02-20,0.89,2,100,20,E-SS 01810
10993147,Come and walk around Bilbao (L-BI-43).,57041875,Fernando,Vizcaya,Bilbao,43.25665,-2.91798,Private room,29,2,197,2022-03-28,2.66,1,243,26,L-BI-43
11024346,Casa adosada playa/centro ciudad #NO PARTY#,57209575,Aritz,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31285,-2.0004,Entire home/apt,135,2,206,2022-03-20,2.82,1,229,25,
11042084,"Casa KILYX en Villabuena, Rioja Alavesa",39140386,Itziar,Ãlava,Eskuernaga,42.5473,-2.66746,Entire home/apt,200,2,8,2021-08-08,0.11,1,363,2,EVI00138
11067115,Pensión Txoko- Maitea habitación 4,35093028,Adriana,GuipÃºzcoa,Urnieta,43.24809,-1.99145,Private room,65,1,8,2021-06-26,0.11,13,236,1,
11156352,CASA EN LAGUARDIA N° de registro : XVI0047,58012897,Casa Rural,Ãlava,Laguardia,42.55291,-2.5841,Entire home/apt,400,2,16,2021-11-15,0.23,1,342,4,
11158412,SUNSET,6598471,People Rentals,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32447,-1.97462,Entire home/apt,249,2,39,2021-12-06,0.53,18,294,8,ESS01462
11177078,Kristonekoa. Apto. acogedor en un pueblo costero,58165744,Saioa,GuipÃºzcoa,Zumaia,43.29572,-2.25943,Entire home/apt,100,5,31,2021-09-02,0.44,1,227,5,ESS01347
11178798,San Sebastian Zurriola beach,58178844,Coro,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32298,-1.97168,Entire home/apt,340,3,32,2021-08-14,0.44,2,0,1,ESS00818
11264462,Precioso piso de lujo con desayuno gratis.,58807230,Manu,Vizcaya,Bilbao,43.25879,-2.94643,Entire home/apt,129,1,298,2022-03-06,4.05,1,146,21,E-BI-264
11293624,Nordic style flat by San Sebastian,12088080,Yoann,GuipÃºzcoa,Pasaia,43.32389,-1.92908,Entire home/apt,67,2,165,2022-03-14,2.25,1,252,27,ESS-00755
11296353,Diseño+Playa  IDEAL FAMILIAS. Parking Opcional,59030411,Borja Y Eva,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31447,-2.00127,Entire home/apt,120,2,150,2022-03-24,2.03,1,121,23,Nuestra casa cumple todas las normativas vigentes. Normativa del Gobierno Vasco (número de vivienda turística ESS 01381) y la del ayuntamiento de San Sebastian
11400923,"Jardines Home, Casco Viejo",27840690,Ibana,Vizcaya,Bilbao,43.25863,-2.9244,Private room,116,3,104,2021-09-20,1.43,1,2,4,L-BI-68
11413131,Apartam+Terraza+Parking+Playa+Monte ORIO-DONOSTIA.,58063825,Mª Luisa,GuipÃºzcoa,Orio,43.27631,-2.12888,Entire home/apt,153,3,132,2020-08-23,1.81,1,3,0,ESS00203
11426522,Apartamento Getxo Tranquility by I Love Norte,608085,Itxaso,Vizcaya,Getxo,43.35695,-3.00536,Entire home/apt,73,2,40,2021-09-12,0.55,1,126,1,E-BI-139
11445387,Beautiful views to the Port of Mundaka,7978134,Janire,Vizcaya,Mundaka,43.40921,-2.69988,Entire home/apt,60,6,174,2021-10-14,2.42,1,120,5,E-BI-185
11447580,Habitación 101 con 2 camas en Casa Rural Arboliz,60182874,Arantza,Vizcaya,Ibarrangelu,43.3888,-2.6234,Private room,115,1,6,2021-09-07,0.11,6,236,1,XBI00021
11451104,Usandizaga 4 by BasqueHomes,2035832,Jokin Y Michele,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32326,-1.97756,Entire home/apt,105,2,61,2021-10-26,0.83,17,262,6,ESS01740
11484289,(202) Habitación triple en Casa Rural Arboliz,60182874,Arantza,Vizcaya,Ibarrangelu,43.3888,-2.6234,Private room,145,1,0,,,6,217,0,XBI00021
11524232,"¡NEW! Beautiful loft, near Ondarreta beach.",24280325,Maitane,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31139,-2.00776,Entire home/apt,210,2,46,2019-11-11,0.65,1,0,0,Nº de registro de empresa turística ESS00643
11527194,Aptm rural Zarautz San Sebastián,13084423,Dorleta,GuipÃºzcoa,Aia,43.2145,-2.14415,Entire home/apt,112,2,148,2021-12-28,2.02,2,267,13,ESS00417
11543894,Casa Rural Areano,60906767,Mikel,GuipÃºzcoa,Eskoriatza,43.01637,-2.50545,Private room,62,2,10,2021-11-12,0.16,1,360,4,
11563936,Habitación con vistas al mar. LSS0032,31020295,Ana Isabel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31739,-2.00829,Private room,65,1,227,2022-03-20,3.10,2,286,25,
11577466,Bonito apartamento Mundaka-WIFI-EBI82,53305241,Eva,Vizcaya,Mundaka,43.40759,-2.69894,Entire home/apt,49,1,173,2022-03-08,2.37,1,71,18,E-BI-82
11577894,Habitación Privada Acogedora vivienda Unifamiliar,57097477,Natxo,Ãlava,Elburgo,42.86875,-2.5412,Private room,65,1,6,2021-10-10,0.09,2,90,2,
11582977,"Piso céntrico, moderno  y exterior.",61242011,Andrea,GuipÃºzcoa,Zarautz,43.28441,-2.17285,Entire home/apt,77,2,107,2022-03-27,1.48,1,227,11,ES00833
11596543,Good People Caravan,5485374,Jeroen,GuipÃºzcoa,Zarautz,43.29062,-2.14821,Private room,44,3,4,2019-07-06,0.07,2,116,0,
11613633,Alojamiento rural Montaña Alavesa,61489453,Isabel,Ãlava,Bernedo,42.65605,-2.50792,Entire home/apt,460,2,84,2021-11-28,1.15,1,319,11,HVI372
11615640,Private room near the beach,61373215,Mario,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.316963,-1.980664,Private room,59,1,116,2021-08-28,1.66,2,56,15,LSS00213
11644663,Estupendo apartamento en calle PRIM (ESS-01660),45278033,Irene,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31462,-1.97937,Entire home/apt,175,2,41,2021-11-17,0.57,1,254,7,8296554
11670089,TU CASA EN DONOSTI,20567534,Fernando,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32094,-1.9551,Entire home/apt,70,2,142,2020-03-10,1.94,2,0,0,
11672127,Ático acogedor,61973317,Karmele,GuipÃºzcoa,Zarautz,43.28531,-2.17042,Entire home/apt,100,2,96,2021-11-14,1.31,1,328,18,LSS00195
11673029,Precioso apartamento junto al mar.,61980780,José Ángel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32409,-1.97051,Entire home/apt,128,2,216,2022-03-27,2.95,1,260,32,ESS01139
11715234,SANTUTXU DOUBLE ROOM IN SHARED,62205707,Mercedes Medina,Vizcaya,Bilbao,43.25343,-2.90996,Private room,12,30,1,2021-08-30,0.14,75,273,1,No es necesaria licencia para alquileres temporales por habitaciones superiores a 1 mes (31 dias)
11788470,Cozy apartment in the old town (Regis. Nº 00127),60360561,Amets,GuipÃºzcoa,Hondarribia,43.36356,-1.79165,Entire home/apt,250,2,79,2020-01-01,1.08,1,86,0,ESS Nº 00127
11800377,Cozy Donostia Apartment in Amara,62838817,Lisa & Enrike,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30603,-1.98027,Entire home/apt,80,2,83,2021-11-14,1.14,1,233,11,ESS-01793
11841080,Habitacion ideal cuando viajas sol@,51296876,Maria Pilar,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30736,-2.01667,Private room,41,2,78,2019-08-15,1.10,1,303,0,00163
11841903,ONDARRETA beach 5'. Aizkorri 24. WiFi. Parking,63100080,Maria,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31246,-2.00415,Entire home/apt,125,14,90,2020-08-29,1.24,1,192,0,ESS00308
11847652,"City center, 300 m. La Concha Beach",63029517,Marisa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3201,-1.97988,Entire home/apt,104,3,76,2021-11-15,1.06,1,192,9,ESS01755
11855805,Always Easy | Suite Boulevard,5254782,Always Easy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3224,-1.98465,Entire home/apt,212,2,107,2022-03-27,1.50,25,251,19,ESS01219
11862351,"Muy cómodo para familias.
ESS00654",62995824,Nerea,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31702,-1.92675,Entire home/apt,76,2,139,2021-09-26,1.95,1,0,14,ESS00654
11922962,EGONA ZIG9 Vivienda muy bien situada,40549256,Egona,GuipÃºzcoa,Zarautz,43.28096,-2.16722,Entire home/apt,118,2,21,2022-01-02,0.30,29,0,3,nºregistro turísmo Gobierno Vasco ESS00690
11999492,ARRITXULO ALBERGUE TURÍSTICO 4,53431522,Arritxulo,GuipÃºzcoa,Oiartzun,43.2723,-1.79553,Shared room,22,2,33,2021-08-13,0.45,4,362,1,
12077654,Modern Apartment in Downtown,55151281,Ari,Ãlava,Vitoria-Gasteiz,42.85013,-2.67271,Entire home/apt,85,2,145,2022-03-20,2.03,2,77,28,
12080208,SPECTACULAR SEMI DETACHED VILLA TRADITIONAL,64739507,Maria Jesus,GuipÃºzcoa,Hondarribia,43.37274,-1.81089,Entire home/apt,1100,3,31,2021-08-20,0.45,1,322,1,ESS00128
12098399,CASA VILLA.  a  8 minutos de  SAN SEBASTIAN,64864190,Javier,GuipÃºzcoa,Lasarte-Oria,43.250298,-2.016539,Entire home/apt,181,4,15,2022-01-02,0.21,1,206,4,ESS02532
12139229,bonito piso cerca de la playa,59296272,Oihana,GuipÃºzcoa,Zarautz,43.28669,-2.16639,Entire home/apt,110,15,0,,,1,338,0,
12147029,Nice penthouse apartment in the center of Zumaia,6872667,Mikel,GuipÃºzcoa,Zumaia,43.30082,-2.25486,Entire home/apt,71,2,16,2018-04-24,0.23,1,181,0,ESS00069
12153512,VILLA ARDO-OH! LABASTIDA,57790604,Gotzone,Ãlava,Labastida,42.58735,-2.79102,Entire home/apt,400,2,2,2021-12-26,0.06,1,273,1,
12165299,2 rooms apartment with 80 m2,24923011,Jose Ramon,Ãlava,Vitoria-Gasteiz,42.84038,-2.68461,Entire home/apt,68,2,164,2022-03-27,2.26,1,127,27,LVI0014
12165763,Apartamento en casa con jardín + garaje. E-BI-201,63591389,Nora,Vizcaya,Bilbao,43.25713,-2.91719,Entire home/apt,160,2,207,2022-02-25,2.86,2,270,17,
12188568,"OLD TOWN, VERY LARGE DOUBLE ROOM",62205707,Mercedes Medina,Vizcaya,Bilbao,43.2582,-2.91858,Private room,14,30,6,2019-08-31,0.09,75,303,0,Para alquiler temporal por habitaciones con estancia superior a 30/31 no es necesaria licencia o registro
12213986,LEKEITIO APARTAMENTO,26617700,Nerea,Vizcaya,Ispaster,43.36021,-2.50439,Entire home/apt,95,7,51,2021-08-28,0.73,3,26,2,N° reg. E BI 0059
12219819,Sea and serenity Mar y tranquilidad,65708005,Kayros,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31922,-2.03071,Entire home/apt,128,1,365,2022-03-27,5.05,1,227,62,Registro  LSS00045
12245115,CASA  CON JARDIN PRIVADO WIFI  CERCA metro COSTA,65033588,Garbiñe,Vizcaya,Berango,43.36355,-2.99232,Entire home/apt,82,2,103,2022-01-09,1.43,1,0,9,
12260376,Caserío en Reserva de  Urdaibai 1,66005688,Itziar,Vizcaya,Kortezubi,43.34763,-2.6411,Private room,82,3,51,2021-08-11,0.70,2,325,4,
12332827,Casa en el Centro de TODO y de NADA,50211560,Maria Angela,GuipÃºzcoa,Oiartzun,43.31562,-1.84427,Entire home/apt,300,7,8,2021-08-24,0.12,1,364,3,
12335001,Descanso en Burgozarre,66537284,Andoni,Vizcaya,Mungai,43.34162,-2.81182,Entire home/apt,80,2,121,2022-01-02,1.71,1,328,8,LBI00426
12350464,CASCO VIEJO HAB.  PISO COMPARTIDO,62205707,Mercedes Medina,Vizcaya,Bilbao,43.25716,-2.91922,Private room,12,30,1,2019-06-30,0.03,75,273,0,No es necesaria licencia para alquileres temporales por habitaciones superiores a 1 mes (31 dias)
12351651,"CASCO VIEJO, HAB. DOBLE CON MIRADOR",62205707,Mercedes Medina,Vizcaya,Bilbao,43.25777,-2.91808,Private room,12,90,5,2019-11-30,0.07,75,120,0,No es necesaria licencia para alquileres temporales por habitaciones superiores a 1 mes (31 dias)
12391076,"T3, calme Bilbao, Sopelana en Espagne pays basque",30286761,Marie,Vizcaya,Sopelana,43.39274,-2.98688,Entire home/apt,129,6,16,2019-07-21,0.22,1,163,0,
12416991,Apartment in front the beach with relaxing views.,67160598,Kristian,Vizcaya,Bakio,43.43222,-2.79801,Entire home/apt,49,1,160,2022-03-28,2.29,1,239,65,EBI01337
12417660,Caserío Reserva  de Urdaibai 2,66005688,Itziar,Vizcaya,Kortezubi,43.3454,-2.64065,Private room,82,3,44,2021-08-15,0.62,2,325,4,
12448448,LUMINOSO Y TRANQUILO APARTAMENTO CERCA DE LA PLAYA,67336972,Zerua,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32505,-1.97301,Entire home/apt,111,3,58,2022-02-27,0.82,1,193,9,ESS00575
12580259,Room near the beach,61373215,Mario,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31778,-1.98146,Private room,39,1,113,2021-08-23,1.60,2,52,1,LSS00213
12622537,Design apartment perfect for families,68529944,Javi,Vizcaya,Bilbao,43.26467,-2.91797,Entire home/apt,74,2,187,2022-03-27,2.61,1,108,24,LBI00423
12691178,Bilbao a 2 paradas del Casco Viejo,68979812,Raquel,Vizcaya,Bilbao,43.25425,-2.90983,Entire home/apt,136,3,14,2021-08-01,0.24,1,270,1,
12718237,"""Santa Clara"" Private Room",4402649,Donostia-SS Guesthouse,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32485,-1.98461,Private room,50,1,21,2019-06-15,0.29,4,0,0,
12755860,8 beds dorm,50890409,Down Town River Hostel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31748,-1.98027,Shared room,22,1,56,2022-03-19,0.86,2,273,21,
12767119,Apart. sobre la playa en reserva de Urdaibai. Wifi,69462759,Asier,Vizcaya,Sukarrieta,43.39342,-2.6958,Entire home/apt,75,3,35,2019-11-08,0.49,1,0,0,
12792369,¡Bienvenid@!,20659319,Lu,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31004,-1.98047,Private room,60,1,79,2022-03-20,1.10,3,5,10,
12810618,BONITA HABITACIÓN en centro de Zarautz,34499630,Idoia,GuipÃºzcoa,Zarautz,43.2867,-2.17577,Private room,60,2,17,2021-07-26,0.24,1,287,1,
12859783,LOVELY 2BEDROOM 30 SECS TO LA CONCHA BEACH,2470030,Vanesa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31493,-1.98727,Entire home/apt,480,1,160,2021-10-13,2.24,19,329,3,ESS00621
12862284,"1.Traditional house in area Gorbea, Basque Country",54819034,Alberto,Ãlava,Zigoitia,42.96504,-2.75445,Entire home/apt,265,2,63,2022-03-27,0.91,1,293,10,
