listing_id,date
142760,2014-11-10
142760,2015-08-13
142760,2015-08-23
142760,2015-08-31
142760,2016-03-27
142760,2016-05-01
142760,2016-06-26
142760,2016-07-14
142760,2016-07-23
142760,2016-07-31
142760,2016-08-13
142760,2016-08-28
142760,2017-07-09
142760,2017-07-15
142760,2017-07-23
142760,2017-07-31
142760,2017-08-11
142760,2017-08-26
142760,2017-09-11
142760,2018-07-11
142760,2018-08-05
142760,2018-08-15
142760,2018-08-31
142760,2019-04-22
142760,2019-07-28
142760,2019-08-06
142760,2019-08-23
142760,2020-08-26
142760,2021-03-31
142760,2021-07-10
142760,2021-07-18
142760,2021-08-29
225692,2011-10-12
225692,2012-03-20
225692,2012-05-02
225692,2012-06-19
225692,2012-06-25
225692,2012-06-30
225692,2012-07-12
225692,2012-07-27
225692,2012-08-22
225692,2012-09-04
225692,2012-09-07
225692,2012-09-24
225692,2012-10-15
225692,2012-10-20
225692,2012-11-05
225692,2012-11-26
225692,2013-03-04
225692,2013-04-18
225692,2013-05-14
225692,2013-06-03
225692,2013-06-17
225692,2013-06-24
225692,2013-07-03
225692,2013-07-08
225692,2013-07-11
225692,2013-07-17
225692,2013-07-24
225692,2013-07-31
225692,2013-08-04
225692,2013-09-01
225692,2013-09-04
225692,2013-09-10
225692,2013-09-13
225692,2013-09-16
225692,2013-09-21
225692,2013-09-25
225692,2013-10-14
225692,2013-12-09
225692,2014-01-02
225692,2014-04-17
225692,2014-04-22
225692,2014-06-04
225692,2014-06-10
225692,2014-06-22
225692,2014-06-28
225692,2014-07-03
225692,2014-07-06
225692,2014-07-08
225692,2014-07-10
225692,2014-07-15
225692,2014-07-21
225692,2014-07-25
225692,2014-07-28
225692,2014-07-31
225692,2014-08-14
225692,2014-08-16
225692,2014-08-23
225692,2014-08-27
225692,2014-08-30
225692,2014-09-02
225692,2014-09-11
225692,2014-09-25
225692,2014-09-28
225692,2015-04-08
225692,2015-07-12
225692,2015-07-17
225692,2015-08-09
225692,2015-08-16
225692,2015-09-09
225692,2015-09-13
225692,2015-12-30
225692,2016-04-17
225692,2016-05-04
225692,2016-05-16
225692,2016-05-28
225692,2016-07-05
225692,2016-07-15
225692,2016-07-21
225692,2016-07-28
225692,2016-08-01
225692,2016-08-28
225692,2016-09-30
225692,2016-10-16
225692,2017-04-11
225692,2017-05-28
225692,2017-06-12
225692,2017-07-08
225692,2017-07-11
225692,2017-07-15
225692,2017-07-23
225692,2017-07-28
225692,2017-07-31
225692,2017-08-07
225692,2017-08-21
225692,2017-09-04
225692,2017-09-08
225692,2017-09-11
225692,2017-09-18
225692,2017-10-01
225692,2017-10-08
225692,2018-01-01
225692,2018-04-08
225692,2018-05-08
225692,2018-05-13
225692,2018-05-20
225692,2018-05-28
225692,2018-06-03
225692,2018-06-06
225692,2018-06-09
225692,2018-06-17
225692,2018-06-24
225692,2018-07-05
225692,2018-07-11
225692,2018-07-14
225692,2018-07-24
225692,2018-07-29
225692,2018-08-11
225692,2018-08-16
225692,2018-08-26
225692,2018-09-05
225692,2018-09-16
225692,2018-09-21
225692,2018-09-26
225692,2018-09-30
225692,2018-10-19
225692,2018-12-09
225692,2018-12-28
225692,2019-01-20
225692,2019-03-03
225692,2019-03-10
225692,2019-03-24
225692,2019-03-31
225692,2019-04-07
225692,2019-04-14
225692,2019-04-22
225692,2019-05-12
225692,2019-05-19
225692,2019-06-02
225692,2019-06-05
225692,2019-06-09
225692,2019-06-12
225692,2019-06-25
225692,2019-07-03
225692,2019-07-10
225692,2019-07-14
225692,2019-07-17
225692,2019-07-31
225692,2019-08-04
225692,2019-08-08
225692,2019-08-16
225692,2019-08-20
225692,2019-08-23
225692,2019-08-26
225692,2019-08-30
225692,2019-09-03
225692,2019-09-09
225692,2019-09-14
225692,2019-10-08
225692,2019-11-03
225692,2019-11-24
225692,2020-01-02
225692,2020-03-19
225692,2020-08-15
225692,2021-05-23
225692,2021-07-11
225692,2021-07-25
225692,2021-08-01
225692,2021-08-09
225692,2021-08-13
225692,2021-08-15
225692,2021-08-19
225692,2021-08-22
225692,2021-08-25
225692,2021-08-29
225692,2021-09-10
225692,2021-09-12
225692,2021-09-27
225692,2021-10-10
225692,2021-12-06
225692,2022-03-27
309802,2014-05-06
309802,2016-01-05
309802,2017-07-29
309802,2018-04-19
309802,2021-10-06
309813,2012-03-15
309813,2012-06-06
309813,2013-05-28
309813,2014-05-08
309813,2014-05-29
309813,2015-05-04
309813,2016-04-26
309813,2016-05-28
309813,2016-09-25
309813,2017-07-30
309813,2017-08-26
309813,2018-06-02
309828,2014-01-04
309828,2014-06-10
309828,2015-11-09
309828,2016-03-23
309828,2016-05-28
309828,2016-06-08
309828,2016-07-22
309828,2016-08-21
309828,2016-09-01
309828,2016-09-19
309828,2016-10-13
309828,2016-11-14
309828,2016-12-26
309828,2017-04-07
309828,2017-04-14
309828,2017-04-17
309828,2017-04-30
309828,2017-05-31
309828,2017-06-13
309828,2017-06-16
309828,2017-06-22
309828,2017-06-26
309828,2017-06-30
309828,2017-07-03
309828,2017-07-15
309828,2017-07-19
309828,2017-08-09
309828,2017-08-23
309828,2017-08-27
309828,2017-09-15
309828,2017-09-21
309828,2017-09-24
309830,2013-04-16
309830,2013-10-14
309830,2014-05-12
309830,2015-05-27
309830,2015-06-06
309830,2015-11-09
309830,2015-11-27
309830,2016-07-05
309830,2016-08-02
309830,2016-08-15
309830,2016-08-29
309830,2016-09-20
309830,2017-01-07
309830,2017-06-22
309830,2017-07-05
309830,2017-07-14
309830,2017-07-19
309830,2017-09-17
309830,2018-07-11
309830,2019-09-11
309830,2019-09-29
309830,2019-12-08
309830,2019-12-23
309830,2019-12-27
309830,2020-01-08
309830,2020-02-10
309830,2020-08-20
309830,2020-08-23
309830,2021-07-10
309830,2021-07-24
309830,2021-08-02
309830,2021-08-07
309830,2021-08-29
309830,2021-09-06
309830,2021-09-12
309830,2021-09-20
309830,2021-09-26
309830,2021-10-22
309830,2021-11-01
309830,2021-11-15
309830,2021-11-29
309830,2022-01-11
329695,2018-07-13
329695,2018-07-22
329695,2018-07-29
329695,2018-08-18
329695,2018-09-14
329695,2019-04-26
329695,2019-07-06
329695,2019-07-27
329695,2019-09-13
329695,2019-11-11
329695,2020-08-28
329695,2020-08-31
329695,2021-08-08
329695,2021-12-10
341691,2017-10-08
341691,2017-10-15
341691,2017-11-12
341691,2017-12-10
341691,2018-04-14
341691,2018-04-22
341691,2018-04-30
341691,2018-05-08
341691,2018-05-26
341691,2018-06-07
341691,2018-06-24
341691,2018-09-13
341691,2018-10-13
341691,2018-10-22
341691,2018-10-28
341691,2018-11-04
341691,2019-04-18
341691,2019-05-05
341691,2019-05-28
341691,2019-06-21
341691,2019-07-02
341691,2019-07-10
341691,2019-07-15
341691,2019-08-01
341691,2019-08-10
341691,2019-08-12
341691,2019-08-17
341691,2019-08-20
341691,2019-08-24
341691,2019-09-08
341691,2019-09-24
341691,2019-09-29
341691,2019-10-04
341691,2019-10-09
341691,2019-10-20
341691,2019-11-04
341691,2019-11-17
376823,2020-08-09
386301,2013-06-24
386301,2013-07-02
386301,2013-07-15
386301,2013-08-28
386301,2013-09-02
386301,2013-09-27
386301,2013-10-19
386301,2013-10-24
386301,2013-10-28
386301,2013-11-01
386301,2013-11-04
386301,2013-12-09
386301,2013-12-27
386301,2013-12-30
386301,2014-03-03
386301,2014-03-17
386301,2014-04-07
386301,2014-04-14
386301,2014-04-19
386301,2014-04-23
386301,2014-04-29
386301,2014-05-06
386301,2014-05-12
386301,2014-05-16
386301,2014-05-19
386301,2014-05-25
386301,2014-05-29
386301,2014-06-02
386301,2014-06-12
386301,2014-06-23
386301,2014-06-29
386301,2014-07-08
386301,2014-07-14
386301,2014-08-01
386301,2014-08-05
386301,2014-08-14
386301,2014-08-28
386301,2014-09-01
386301,2014-09-03
386301,2014-09-10
386301,2014-09-16
386301,2014-09-20
386301,2014-09-23
386301,2014-10-05
386301,2014-10-14
386301,2014-10-27
386301,2014-11-01
386301,2014-11-05
386301,2014-11-16
386301,2014-12-01
386301,2014-12-07
386301,2014-12-28
386301,2015-01-02
386301,2015-01-23
386301,2015-03-08
386301,2015-04-08
386301,2015-04-14
386301,2015-04-20
386301,2015-04-27
386301,2015-05-02
386301,2015-05-13
386301,2015-05-16
386301,2015-05-23
386301,2015-05-26
386301,2015-06-03
386301,2015-06-14
386301,2015-06-16
386301,2015-06-18
386301,2015-06-20
386301,2015-07-02
386301,2015-07-05
386301,2015-07-09
386301,2015-07-10
386301,2015-07-14
386301,2015-07-17
386301,2015-07-18
386301,2015-07-22
386301,2015-07-31
386301,2015-08-02
386301,2015-08-10
386301,2015-08-17
386301,2015-08-20
386301,2015-08-22
386301,2015-09-01
386301,2015-10-18
386301,2015-10-24
386301,2015-10-30
386301,2015-11-02
386301,2015-11-14
386301,2015-11-22
386301,2015-12-08
386301,2016-01-23
386301,2016-05-30
386301,2016-06-10
386301,2016-06-22
386301,2016-06-25
386301,2016-07-07
386301,2016-07-13
386301,2016-07-17
386301,2016-07-26
386301,2016-08-21
386301,2016-08-28
386301,2016-09-09
386301,2016-09-11
386301,2016-09-16
386301,2016-09-18
386301,2016-09-21
386301,2016-09-23
386301,2016-09-28
386301,2016-10-10
386301,2016-11-01
386301,2016-11-13
386301,2016-11-29
386301,2017-01-01
386301,2017-01-29
386301,2017-02-14
386301,2017-02-28
386301,2017-04-14
386301,2017-04-17
386301,2017-04-28
386301,2017-05-01
386301,2017-05-11
386301,2017-05-15
386301,2017-05-21
386301,2017-05-26
386301,2017-05-29
386301,2017-06-30
386301,2017-07-02
386301,2017-07-06
386301,2017-07-09
386301,2017-07-13
386301,2017-07-18
386301,2017-07-26
386301,2017-07-28
386301,2017-08-01
386301,2017-08-03
386301,2017-08-11
386301,2017-08-15
386301,2017-08-28
386301,2017-08-31
386301,2017-09-04
386301,2017-09-09
386301,2017-09-17
386301,2017-10-06
386301,2017-10-10
386301,2017-10-15
386301,2017-11-03
386301,2017-11-19
386301,2017-12-10
386301,2017-12-18
386301,2018-01-01
386301,2018-01-26
386301,2018-01-29
386301,2018-02-15
386301,2018-02-19
386301,2018-02-24
386301,2018-02-26
386301,2018-04-16
386301,2018-04-29
386301,2018-05-04
386301,2018-05-07
386301,2018-05-11
386301,2018-05-16
386301,2018-05-20
386301,2018-05-26
386301,2018-06-09
386301,2018-06-14
386301,2018-06-22
386301,2018-06-26
386301,2018-07-09
386301,2018-07-15
386301,2018-08-11
386301,2018-08-19
386301,2018-08-23
386301,2018-08-28
386301,2018-09-02
386301,2018-09-20
386301,2018-09-29
386301,2018-10-02
386301,2018-10-04
386301,2018-10-07
386301,2018-10-15
386301,2018-10-21
386301,2018-10-27
386301,2018-11-04
386301,2018-11-11
386301,2018-11-22
386301,2018-12-07
386301,2018-12-21
386301,2019-01-04
386301,2019-01-06
386301,2019-01-28
386301,2019-02-08
386301,2019-02-12
386301,2019-02-17
386301,2019-03-30
386301,2019-04-04
386301,2019-04-09
386301,2019-04-18
386301,2019-05-03
386301,2019-05-06
386301,2019-05-14
386301,2019-05-17
386301,2019-05-21
386301,2019-05-27
386301,2019-06-02
386301,2019-06-18
386301,2019-06-22
386301,2019-06-26
386301,2019-06-30
386301,2019-07-03
386301,2019-07-06
386301,2019-07-18
386301,2019-07-27
386301,2019-08-01
386301,2019-08-07
386301,2019-08-18
386301,2019-08-20
386301,2019-08-24
386301,2019-08-28
386301,2019-08-31
386301,2019-09-04
386301,2019-09-11
386301,2019-09-20
386301,2019-09-23
386301,2019-10-01
386301,2019-10-08
386301,2019-10-13
386301,2019-10-17
386301,2019-11-01
386301,2019-11-10
386301,2019-12-08
386301,2020-01-22
386301,2020-03-01
386301,2020-07-27
386301,2020-08-10
386301,2020-08-16
386301,2020-08-19
386301,2020-08-23
386301,2021-07-12
386301,2021-07-24
386301,2021-07-28
386301,2021-08-04
386301,2021-08-07
386301,2021-08-09
386301,2021-08-16
386301,2021-08-22
386301,2021-08-24
386301,2021-08-27
386301,2021-08-30
386301,2021-09-11
386301,2021-10-18
386301,2021-10-25
386301,2021-10-29
386301,2021-11-15
386301,2021-11-28
386301,2022-02-27
386301,2022-03-13
404270,2014-08-18
404270,2015-05-10
404270,2015-12-09
404270,2016-01-02
404270,2016-02-08
404270,2016-02-29
404270,2016-06-08
404270,2017-07-25
404270,2021-10-31
404270,2022-03-27
424487,2012-08-22
424487,2013-07-15
424487,2013-07-24
424487,2013-07-29
424487,2013-08-18
424487,2013-08-23
424487,2014-08-16
424487,2014-09-07
424487,2015-07-31
424487,2015-08-15
424487,2015-08-26
424487,2015-09-01
424487,2016-05-28
424487,2016-08-18
424487,2016-08-24
424487,2016-08-29
424487,2017-04-18
424487,2017-07-09
424487,2017-07-30
424487,2017-08-08
424487,2017-08-13
424487,2017-08-22
424487,2017-08-27
424487,2017-10-08
424487,2018-05-03
424487,2018-05-08
424487,2018-05-14
424487,2018-07-17
424487,2018-08-02
424487,2018-08-06
424487,2018-08-26
424487,2018-09-04
424487,2019-04-22
424487,2019-07-01
424487,2019-07-14
424487,2019-08-08
424487,2019-08-25
424487,2019-08-31
424487,2019-09-11
424487,2020-07-31
424487,2020-08-10
424487,2020-08-15
424487,2020-08-18
424487,2020-08-27
424487,2021-06-30
424487,2021-07-31
424487,2021-08-08
424487,2021-08-29
424487,2021-12-07
429657,2013-10-27
429657,2014-04-22
429657,2014-05-11
429657,2014-07-10
429657,2014-09-17
429657,2014-10-03
429657,2015-04-04
429657,2015-05-05
429657,2015-06-07
429657,2015-06-09
429657,2015-06-14
429657,2015-06-20
429657,2015-07-23
429657,2015-07-25
429657,2015-10-12
429657,2015-10-24
429657,2015-10-29
429657,2015-12-09
429657,2015-12-30
429657,2016-01-31
429657,2016-04-08
429657,2016-05-01
429657,2016-05-08
429657,2016-07-30
429657,2016-08-22
429657,2016-09-28
429657,2016-10-02
429657,2016-10-23
429657,2016-11-01
429657,2016-11-06
429657,2016-11-20
429657,2016-12-06
429657,2017-01-04
429657,2017-02-19
429657,2017-02-23
429657,2017-02-25
429657,2017-03-18
429657,2017-04-22
429657,2017-04-29
429657,2017-06-21
429657,2017-08-23
429657,2017-10-09
429657,2017-10-15
429657,2017-12-13
429657,2018-04-02
429657,2018-04-14
429657,2018-04-26
429657,2018-05-05
429657,2018-05-11
429657,2018-06-15
429657,2018-07-08
429657,2018-08-01
429657,2018-09-01
429657,2018-09-12
429657,2018-10-05
429657,2018-10-21
429657,2018-11-02
429657,2019-01-02
429657,2019-04-21
429657,2019-04-26
429657,2019-05-25
429657,2019-05-30
429657,2019-07-06
429657,2019-09-04
429657,2019-09-22
429657,2019-10-29
429657,2019-11-02
429657,2019-12-07
429657,2020-01-05
429657,2020-01-16
429657,2020-02-25
429657,2020-06-12
429657,2020-07-04
429657,2020-07-07
429657,2020-07-18
429657,2020-08-21
429657,2020-09-13
429657,2020-09-20
429657,2020-09-24
429657,2020-10-01
429657,2020-10-17
429657,2020-11-03
429657,2020-11-13
429657,2020-12-08
429657,2020-12-18
429657,2020-12-27
429657,2020-12-31
429657,2021-01-04
429657,2021-03-29
429657,2021-04-08
429657,2021-04-11
429657,2021-04-25
429657,2021-05-17
429657,2021-06-20
429657,2021-06-23
429657,2021-07-03
429657,2021-07-08
429657,2021-07-24
429657,2021-08-15
429657,2021-09-15
429657,2021-10-10
429657,2021-10-15
429657,2021-10-17
429657,2021-10-24
429657,2022-01-01
429657,2022-03-19
429887,2014-12-01
429887,2015-01-04
429887,2015-04-10
429887,2015-04-21
429887,2015-05-01
429887,2015-08-18
429887,2015-12-09
429887,2015-12-31
429887,2016-01-03
429887,2016-05-12
429887,2016-05-22
429887,2017-05-01
429887,2017-05-25
429887,2017-06-21
429887,2021-07-21
429887,2022-03-23
430475,2015-07-19
430475,2015-07-28
